"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"241211.html","away","200","23","50","6","22","15","19","12","24","11","7","16","0"
"241211.html","home","200","25","51","8","26","3","3","1","16","16","6","11","2"
"241212.html","away","275","37","69","6","25","17","24","13","33","23","10","22","2"
"241212.html","home","275","32","68","14","31","13","20","5","19","24","9","16","2"
"241213.html","away","200","15","69","8","33","7","12","13","23","15","1","12","4"
"241213.html","home","200","40","78","8","20","11","15","13","39","18","8","2","7"
"241216.html","away","200","21","59","7","20","5","11","9","18","20","4","11","2"
"241216.html","home","200","26","49","6","17","11","20","9","29","18","6","18","5"
"241217.html","away","200","21","61","6","22","17","24","10","19","21","7","12","0"
"241217.html","home","200","23","45","5","17","17","22","4","31","21","6","19","6"
"241218.html","away","200","25","56","8","27","2","2","1","22","13","10","13","2"
"241218.html","home","200","27","58","9","27","7","10","6","27","5","8","13","5"
"241219.html","away","229","26","77","8","34","12","15","8","23","34","5","12","5"
"241219.html","home","200","23","43","2","6","32","43","3","33","15","10","16","7"
"241220.html","away","200","15","58","3","26","4","8","5","17","12","8","17","2"
"241220.html","home","200","35","64","9","25","10","13","11","38","14","7","13","5"
"241221.html","away","200","19","50","3","13","10","14","5","25","16","6","15","2"
"241221.html","home","200","26","67","6","25","15","17","13","25","14","7","8","0"
"241222.html","away","200","23","53","1","6","20","25","9","18","17","5","13","5"
"241222.html","home","200","29","59","12","29","11","13","7","24","21","5","12","5"
"241224.html","away","200","28","56","5","19","13","22","8","34","21","6","11","4"
"241224.html","home","200","22","52","6","21","12","25","5","25","20","4","11","1"
"241225.html","away","200","19","40","5","16","9","16","2","14","13","4","13","1"
"241225.html","home","200","29","48","6","18","6","7","2","22","11","5","12","2"
"241226.html","away","200","24","53","3","16","6","7","5","23","20","1","14","5"
"241226.html","home","200","20","51","7","20","13","26","11","22","9","6","11","2"
"241227.html","away","200","26","53","7","25","9","21","5","24","12","12","14","0"
"241227.html","home","200","25","54","15","30","6","9","5","29","19","8","16","2"
"241228.html","away","200","22","57","4","23","7","11","7","23","16","2","11","2"
"241228.html","home","200","24","50","7","16","12","17","6","21","11","2","9","2"
"241229.html","away","200","26","43","8","13","10","13","4","18","17","6","12","3"
"241229.html","home","200","19","46","0","12","12","16","5","16","16","5","12","1"
"241230.html","away","200","22","51","11","22","11","19","5","20","19","8","11","1"
"241230.html","home","200","22","49","10","23","20","21","6","29","17","4","11","5"
"241231.html","away","200","23","54","6","24","9","12","7","22","14","9","9","4"
"241231.html","home","200","21","58","7","24","8","15","12","26","16","8","17","4"
"241232.html","away","200","21","50","7","21","9","9","2","16","21","9","11","2"
"241232.html","home","200","22","38","3","7","22","30","4","23","13","7","15","0"
"241234.html","away","200","27","63","11","29","7","8","8","27","11","3","6","1"
"241234.html","home","200","23","63","10","27","6","7","11","25","10","5","8","5"
"241235.html","away","200","28","62","13","30","7","10","8","27","12","6","12","2"
"241235.html","home","200","19","54","7","20","7","11","5","24","12","6","14","4"
"241236.html","away","200","30","47","5","11","16","25","7","22","16","4","10","1"
"241236.html","home","200","21","52","3","13","9","11","5","15","22","6","7","3"
"241237.html","away","200","21","52","8","25","7","8","2","19","7","4","10","4"
"241237.html","home","200","28","58","11","27","5","8","7","25","8","9","9","2"
"241238.html","away","200","21","53","4","22","3","6","7","26","18","6","16","2"
"241238.html","home","200","21","49","10","27","7","13","6","24","11","6","13","1"
"241239.html","away","200","22","50","4","20","12","13","6","15","11","5","16","0"
"241239.html","home","200","28","53","8","17","10","10","7","21","13","13","13","2"
"241240.html","away","225","20","57","4","19","6","10","11","30","16","5","19","6"
"241240.html","home","225","19","57","3","19","10","14","5","20","12","11","6","5"
"241241.html","away","200","23","46","5","16","1","6","3","24","12","3","12","4"
"241241.html","home","200","20","52","10","24","4","8","5","20","11","6","7","2"
"241242.html","away","200","31","54","10","25","16","17","5","23","15","4","7","3"
"241242.html","home","200","25","58","8","26","13","17","9","18","14","4","9","1"
"241243.html","away","200","28","61","8","21","2","3","11","19","12","4","5","1"
"241243.html","home","200","24","49","9","23","8","12","5","20","7","3","6","1"
"241244.html","away","200","23","53","9","23","8","10","4","16","14","8","6","1"
"241244.html","home","200","25","47","8","18","16","20","8","26","12","1","12","8"
"241245.html","away","200","20","48","12","20","0","2","4","23","12","5","15","2"
"241245.html","home","200","21","53","5","27","13","14","8","23","9","12","13","7"
"241246.html","away","200","34","49","8","12","14","20","6","23","17","5","17","1"
"241246.html","home","200","29","57","10","21","13","19","6","12","16","9","11","2"
"241247.html","away","200","24","62","3","20","7","10","6","31","11","4","5","1"
"241247.html","home","200","16","55","3","22","8","13","5","31","14","4","9","4"
"241248.html","away","250","35","69","11","28","13","22","6","23","21","10","10","2"
"241248.html","home","250","33","67","8","29","13","16","9","30","24","5","19","2"
"241249.html","away","200","25","54","1","7","12","15","7","25","17","4","9","2"
"241249.html","home","200","26","51","12","24","8","15","3","21","15","1","5","3"
"241250.html","away","200","21","50","2","17","17","22","7","24","17","6","12","3"
"241250.html","home","200","24","57","6","22","13","15","10","21","17","6","8","4"
"241252.html","away","200","28","47","5","12","15","23","4","19","16","7","13","2"
"241252.html","home","200","25","46","7","17","13","15","2","21","20","3","12","0"
"241253.html","away","200","28","51","13","25","6","9","9","26","10","2","13","3"
"241253.html","home","200","21","51","7","21","1","2","1","12","11","7","7","4"
"241255.html","away","200","30","52","11","17","9","15","3","23","22","2","17","5"
"241255.html","home","200","29","69","10","24","16","26","17","20","11","12","8","3"
"241258.html","away","200","31","59","6","20","8","12","6","26","20","5","15","2"
"241258.html","home","200","27","63","8","26","13","20","11","20","17","11","14","3"
"241260.html","away","200","29","74","8","33","13","16","16","34","28","6","18","3"
"241260.html","home","200","23","59","6","25","24","37","6","26","19","10","16","4"
"241261.html","away","200","32","57","13","24","7","12","3","33","9","4","7","5"
"241261.html","home","200","23","73","8","26","4","5","15","22","15","4","8","3"
"241262.html","away","225","25","63","3","13","8","8","11","23","21","6","19","4"
"241262.html","home","225","20","53","7","18","15","17","8","24","17","11","19","1"
"241265.html","away","200","30","70","13","38","22","22","14","25","25","7","15","3"
"241265.html","home","200","28","63","6","27","20","30","13","25","18","7","15","3"
"241266.html","away","200","22","55","8","23","17","24","8","18","19","10","26","2"
"241266.html","home","193","36","62","13","26","11","17","8","22","20","20","19","4"
"241269.html","away","200","24","47","9","19","13","22","5","26","15","5","11","2"
"241269.html","home","200","22","57","6","26","11","16","10","22","16","4","9","1"
"241272.html","away","200","33","66","4","14","14","18","13","31","15","4","11","2"
"241272.html","home","200","28","62","11","22","8","14","5","19","14","4","9","3"
"241274.html","away","200","22","51","11","28","19","33","3","35","13","5","13","5"
"241274.html","home","200","25","77","9","29","5","7","14","29","22","3","12","2"
"241278.html","away","200","20","43","10","23","22","34","1","26","15","7","20","4"
"241278.html","home","200","31","71","6","23","16","19","13","28","23","7","12","3"
"241281.html","away","200","27","59","5","22","16","20","15","20","13","7","9","1"
"241281.html","home","200","27","55","11","23","11","11","7","19","21","3","12","2"
"241282.html","away","200","31","59","7","14","7","10","5","28","13","4","12","1"
"241282.html","home","200","25","63","8","29","10","10","7","22","18","8","9","3"
"241286.html","away","200","23","63","9","31","12","13","9","21","18","8","14","4"
"241286.html","home","200","26","54","5","10","18","23","5","29","16","10","15","6"
"241288.html","away","200","23","57","11","31","5","6","13","18","15","9","14","1"
"241288.html","home","200","25","49","12","28","5","8","8","16","13","7","13","0"
"241292.html","away","200","26","58","12","31","3","4","7","24","13","2","10","3"
"241292.html","home","200","27","62","10","22","11","11","10","23","11","9","7","4"
"241293.html","away","200","19","54","11","31","6","6","7","25","9","2","8","2"
"241293.html","home","200","25","63","4","23","6","8","12","25","8","4","5","3"
"241294.html","away","200","23","61","4","12","20","31","20","20","20","18","18","4"
"241294.html","home","200","23","58","5","15","12","18","10","20","27","9","22","8"
"241295.html","away","200","24","55","4","15","9","12","6","21","15","3","11","0"
"241295.html","home","200","23","60","7","26","13","15","13","24","17","5","9","1"
"241297.html","away","200","25","57","5","21","19","33","11","22","14","9","9","1"
"241297.html","home","200","24","49","8","23","10","17","3","23","23","6","13","2"
"241298.html","away","200","35","63","10","28","14","20","7","28","17","10","14","0"
"241298.html","home","200","26","68","7","29","15","19","12","24","16","10","14","1"
"241301.html","away","200","27","59","5","12","16","23","9","20","15","11","11","2"
"241301.html","home","200","26","56","15","32","9","12","6","21","22","6","15","5"
"241302.html","away","200","22","56","3","13","18","25","12","26","14","5","15","5"
"241302.html","home","200","22","60","5","23","12","16","12","20","20","4","11","5"
"241303.html","away","200","26","50","8","18","15","24","2","18","28","6","14","2"
"241303.html","home","200","28","50","11","20","29","40","9","26","22","8","15","3"
"241308.html","away","200","28","58","11","25","5","6","6","20","22","4","17","4"
"241308.html","home","200","27","53","10","21","12","25","8","21","13","6","12","8"
"241309.html","away","200","15","49","4","19","7","9","7","20","13","5","27","3"
"241309.html","home","200","42","76","9","20","6","15","16","24","10","12","9","2"
"241310.html","away","200","28","64","3","20","6","9","8","28","16","2","11","5"
"241310.html","home","200","25","56","9","22","15","21","4","24","14","1","7","3"
"241312.html","away","200","19","60","1","19","17","26","16","34","13","4","13","3"
"241312.html","home","200","15","55","8","26","6","11","6","20","20","4","10","4"
"241313.html","away","200","21","55","8","30","12","14","5","23","16","8","16","4"
"241313.html","home","200","27","61","13","32","7","14","11","28","15","9","12","4"
"241314.html","away","200","23","48","9","20","10","15","5","22","17","8","15","4"
"241314.html","home","200","25","60","5","21","12","13","10","17","12","7","11","3"
"241315.html","away","200","33","55","4","9","8","13","6","27","12","1","22","2"
"241315.html","home","200","36","76","9","25","15","16","11","16","12","13","4","7"
"241316.html","away","225","33","68","11","21","17","27","15","19","22","11","15","7"
"241316.html","home","225","33","68","6","20","20","29","13","22","25","8","16","3"
"241317.html","away","200","28","62","7","21","19","26","6","17","24","9","11","5"
"241317.html","home","200","32","59","7","17","19","26","10","26","22","5","13","5"
"241321.html","away","200","25","61","12","26","15","19","9","22","27","5","16","2"
"241321.html","home","200","27","63","5","22","26","35","16","28","20","7","12","3"
"241322.html","away","200","26","58","13","35","6","7","7","25","15","3","9","3"
"241322.html","home","200","30","59","13","27","7","15","9","22","13","7","5","0"
"241323.html","away","200","22","55","7","21","16","23","5","18","20","4","11","1"
"241323.html","home","200","25","49","7","18","19","26","3","31","23","2","13","0"
"241325.html","away","200","20","42","6","19","11","17","8","24","20","2","20","9"
"241325.html","home","200","22","69","3","20","8","14","24","16","18","6","6","1"
"241327.html","away","200","31","52","6","19","11","13","5","24","13","4","10","6"
"241327.html","home","200","24","61","5","21","11","14","11","12","16","5","9","4"
"241328.html","away","237","31","71","11","31","18","25","10","22","20","11","27","3"
"241328.html","home","200","36","66","7","26","20","22","8","20","17","10","16","6"
"241329.html","away","200","17","56","6","25","2","6","6","18","17","7","11","2"
"241329.html","home","200","20","54","5","18","7","10","11","34","10","4","16","6"
"241330.html","away","200","26","55","9","20","7","8","7","27","18","6","12","4"
"241330.html","home","200","18","53","5","20","10","18","8","23","14","3","11","1"
"241335.html","away","235","26","56","9","25","12","16","6","21","19","6","16","2"
"241335.html","home","200","31","58","15","32","17","19","6","21","14","3","11","2"
"241340.html","away","200","29","66","7","28","6","8","10","28","21","2","12","5"
"241340.html","home","200","27","60","8","24","19","25","5","28","10","6","6","1"
"241342.html","away","200","21","46","9","16","16","22","7","28","11","3","14","2"
"241342.html","home","200","21","56","6","16","10","13","8","18","17","10","9","4"
"241348.html","away","200","27","59","11","25","7","11","10","24","16","4","15","6"
"241348.html","home","200","23","66","6","27","9","12","13","19","16","6","17","2"
"241349.html","away","200","24","49","7","14","13","16","2","20","17","7","14","3"
"241349.html","home","200","31","66","9","20","10","13","14","21","13","2","11","2"
"241350.html","away","200","30","60","4","19","11","17","6","23","18","4","12","5"
"241350.html","home","200","32","62","2","16","10","15","9","25","17","6","13","4"
"241351.html","away","200","26","59","9","19","18","24","9","15","19","6","11","0"
"241351.html","home","200","28","54","7","22","20","21","9","24","20","6","16","4"
"241352.html","away","200","22","56","10","26","7","7","7","29","15","4","12","2"
"241352.html","home","200","19","53","9","30","8","9","3","23","13","6","9","3"
"241354.html","away","200","23","56","4","15","10","15","3","28","15","9","24","0"
"241354.html","home","200","42","74","9","24","12","19","7","32","14","20","9","5"
"241359.html","away","200","14","40","3","10","10","13","3","21","23","5","18","1"
"241359.html","home","200","22","57","7","29","19","26","13","22","14","5","12","2"
"241360.html","away","200","18","57","5","24","9","16","12","28","15","7","8","0"
"241360.html","home","200","19","53","7","35","9","13","6","29","15","3","11","4"
"241361.html","away","200","23","57","12","26","7","10","8","28","19","7","17","1"
"241361.html","home","200","27","54","6","18","9","18","5","25","15","8","11","8"
"241362.html","away","200","23","65","3","26","10","12","9","22","13","9","7","2"
"241362.html","home","200","23","67","8","31","3","5","19","27","12","2","16","8"
"241364.html","away","200","18","55","3","22","10","14","4","22","17","6","15","7"
"241364.html","home","200","24","62","7","23","8","10","9","29","14","3","13","6"
"241365.html","away","200","27","53","8","21","11","11","7","20","21","10","10","2"
"241365.html","home","200","19","54","4","19","14","21","12","18","9","4","15","1"
"241366.html","away","200","22","68","8","27","6","9","10","27","16","5","6","11"
"241366.html","home","200","28","72","7","19","11","17","20","36","13","4","8","3"
"241369.html","away","200","24","58","13","26","11","14","6","20","22","11","12","1"
"241369.html","home","200","23","52","11","21","18","27","11","26","9","7","16","5"
"241370.html","away","200","24","51","8","19","10","15","1","21","19","7","19","3"
"241370.html","home","200","29","68","4","22","25","27","15","29","17","11","12","3"
"241371.html","away","200","35","76","10","28","11","15","13","22","16","5","8","3"
"241371.html","home","200","33","68","13","28","17","21","11","26","17","7","11","3"
"241374.html","away","200","17","46","5","15","10","17","3","22","16","2","10","4"
"241374.html","home","200","24","54","9","20","9","14","9","25","19","6","8","5"
"241378.html","away","200","19","51","6","20","11","19","12","26","12","4","17","5"
"241378.html","home","200","17","52","2","17","14","14","7","23","21","9","13","4"
"241379.html","away","200","21","48","5","18","11","14","3","22","21","5","12","1"
"241379.html","home","200","21","49","4","16","13","19","9","22","17","4","11","1"
"241380.html","away","200","26","55","7","22","8","14","9","23","20","6","15","2"
"241380.html","home","200","27","50","8","21","13","22","6","22","15","5","14","0"
"241381.html","away","200","28","61","13","27","7","12","14","25","10","6","5","2"
"241381.html","home","200","23","52","7","22","4","7","5","20","10","1","10","6"
"241382.html","away","200","23","50","11","20","16","17","5","20","12","5","8","3"
"241382.html","home","200","27","54","5","19","9","10","7","20","12","6","9","7"
"241383.html","away","200","24","60","10","29","16","19","7","22","29","3","15","2"
"241383.html","home","200","28","54","7","19","20","34","6","25","21","5","8","2"
"241384.html","away","200","22","57","3","18","20","33","12","15","23","14","16","8"
"241384.html","home","200","26","52","10","21","23","30","8","26","26","8","20","6"
"241386.html","away","200","31","54","11","22","5","10","5","23","21","6","13","3"
"241386.html","home","200","21","53","6","20","15","27","15","20","13","6","16","0"
"241388.html","away","200","21","53","12","24","16","28","6","19","21","5","12","0"
"241388.html","home","200","26","51","5","18","20","24","7","29","23","7","11","3"
"241389.html","away","200","27","60","9","25","7","10","7","25","25","5","15","5"
"241389.html","home","200","23","54","9","25","19","25","6","24","15","3","12","3"
"241395.html","away","200","26","67","5","18","29","37","12","21","21","12","15","1"
"241395.html","home","198","31","56","8","19","21","28","5","27","29","11","24","9"
"241396.html","away","200","20","59","8","29","17","24","6","19","19","11","13","5"
"241396.html","home","200","27","60","13","28","21","23","11","31","21","7","17","5"
"241408.html","away","200","27","60","4","14","11","16","7","17","24","5","10","2"
"241408.html","home","200","26","48","5","13","17","29","8","25","17","3","13","6"
"241409.html","away","200","21","64","14","41","11","19","10","28","20","6","9","1"
"241409.html","home","200","24","54","10","29","18","24","5","32","15","4","9","2"
"241412.html","away","200","24","51","6","18","16","28","7","26","20","3","15","2"
"241412.html","home","200","25","69","7","30","8","12","14","23","23","5","13","2"
"241414.html","away","225","23","69","5","21","20","30","16","28","25","11","12","8"
"241414.html","home","225","23","63","6","20","17","25","13","35","26","6","20","3"
"241415.html","away","200","24","53","1","14","13","15","8","26","20","7","14","5"
"241415.html","home","200","21","53","6","16","16","21","8","20","16","6","12","2"
"241416.html","away","225","29","61","7","18","12","25","10","27","14","11","13","2"
"241416.html","home","225","27","66","11","25","9","13","6","26","19","4","17","3"
"241417.html","away","200","27","54","7","18","7","13","12","22","13","1","15","7"
"241417.html","home","200","26","55","9","19","5","9","7","15","14","6","7","3"
"241418.html","away","200","21","53","4","18","19","21","5","30","18","5","12","3"
"241418.html","home","200","24","61","6","22","8","18","10","22","17","4","8","3"
"241421.html","away","200","18","44","3","14","17","28","9","27","12","3","14","8"
"241421.html","home","200","20","58","5","24","3","4","7","24","22","3","10","3"
"241425.html","away","200","22","52","7","22","17","23","9","28","19","4","14","0"
"241425.html","home","200","19","51","7","20","18","27","7","23","20","7","12","3"
"241427.html","away","200","20","54","2","17","8","15","9","20","15","3","12","1"
"241427.html","home","200","24","55","6","14","5","8","6","23","19","5","12","2"
"241431.html","away","200","36","74","5","16","7","11","9","22","19","7","9","4"
"241431.html","home","200","35","66","11","23","15","19","6","26","15","5","14","5"
"241432.html","away","200","29","59","6","16","10","20","10","30","10","5","20","3"
"241432.html","home","200","31","69","17","46","11","15","6","20","16","15","10","4"
"241433.html","away","200","27","57","4","17","14","20","8","18","12","3","10","6"
"241433.html","home","200","27","52","7","16","5","8","5","21","18","3","13","1"
"241434.html","away","196","21","52","5","13","9","16","8","17","27","7","12","3"
"241434.html","home","200","18","41","8","20","24","36","6","18","19","5","12","5"
"241435.html","away","200","25","62","8","22","20","24","12","24","19","9","15","2"
"241435.html","home","200","26","55","7","14","15","20","7","22","14","7","17","5"
"241436.html","away","200","18","55","4","16","9","16","11","18","17","3","18","1"
"241436.html","home","200","29","52","5","13","15","21","6","27","17","7","12","5"
"241438.html","away","225","29","65","4","17","11","15","7","21","18","4","12","4"
"241438.html","home","225","29","63","6","24","12","18","12","25","14","7","14","2"
"241439.html","away","200","25","62","4","20","5","9","9","23","23","6","11","8"
"241439.html","home","200","23","53","6","17","18","27","11","24","13","6","9","3"
"241442.html","away","216","26","72","5","29","15","18","8","23","12","5","10","4"
"241442.html","home","200","38","72","12","26","9","14","9","32","12","9","7","5"
"241444.html","away","200","30","56","9","21","6","11","3","25","13","6","12","4"
"241444.html","home","200","25","61","12","31","7","9","7","23","15","7","11","6"
"241447.html","away","225","25","60","9","21","22","24","12","18","24","13","21","4"
"241447.html","home","225","29","60","7","21","21","33","14","24","21","13","21","5"
"241448.html","away","200","26","65","10","25","21","25","14","26","15","9","11","1"
"241448.html","home","200","26","63","11","30","12","18","13","24","18","6","15","8"
"241449.html","away","200","31","60","6","17","22","28","9","20","14","8","8","2"
"241449.html","home","200","31","62","12","26","13","17","9","23","23","5","13","0"
"241450.html","away","200","27","55","7","23","16","23","6","16","17","9","16","5"
"241450.html","home","200","31","51","14","24","15","20","3","19","20","10","20","1"
"241451.html","away","200","24","56","8","19","18","24","7","21","27","7","18","3"
"241451.html","home","200","19","49","7","20","24","36","9","22","19","8","17","0"
"241452.html","away","200","35","63","8","18","17","27","9","27","16","6","13","4"
"241452.html","home","200","30","65","16","27","10","18","9","18","16","8","13","5"
"241453.html","away","200","20","45","4","12","24","32","10","26","18","3","19","3"
"241453.html","home","200","25","65","4","22","11","14","14","17","23","6","12","3"
"241458.html","away","200","28","70","12","29","10","15","19","18","28","3","8","4"
"241458.html","home","200","28","56","5","17","23","35","13","25","17","3","4","5"
"241462.html","away","200","26","64","13","34","10","14","7","20","16","9","12","2"
"241462.html","home","200","27","51","5","14","20","27","6","29","16","7","14","2"
"241465.html","away","200","18","55","6","20","5","14","7","23","12","11","17","3"
"241465.html","home","200","27","55","6","14","6","12","7","32","16","11","19","6"
"241466.html","away","200","26","61","7","23","9","13","7","20","15","7","14","3"
"241466.html","home","200","31","69","5","20","11","21","16","30","19","9","17","3"
"241472.html","away","200","26","51","10","20","6","12","5","29","12","2","12","3"
"241472.html","home","200","23","67","5","25","4","7","12","19","18","5","5","2"
"241473.html","away","200","23","51","6","20","11","19","10","30","21","2","18","4"
"241473.html","home","200","23","58","8","18","10","15","7","20","19","7","10","5"
"241474.html","away","200","25","54","7","21","19","26","9","33","18","4","13","1"
"241474.html","home","200","27","66","6","21","10","15","8","18","22","2","7","4"
"241475.html","away","200","25","60","10","26","11","18","11","26","12","8","15","4"
"241475.html","home","200","26","62","5","11","6","13","8","22","17","10","14","7"
"241478.html","away","200","29","63","3","16","9","13","9","25","20","6","13","3"
"241478.html","home","200","28","63","8","23","15","17","7","23","18","4","10","1"
"241479.html","away","200","33","66","4","14","7","11","14","17","18","6","11","3"
"241479.html","home","200","29","54","7","17","16","20","6","18","15","6","12","6"
"241480.html","away","200","20","55","10","27","17","23","8","21","16","4","6","2"
"241480.html","home","200","26","58","3","15","9","13","8","23","19","4","7","3"
"241481.html","away","200","21","46","10","21","15","19","4","20","12","6","11","0"
"241481.html","home","200","27","57","8","21","6","8","8","18","15","5","8","3"
"241482.html","away","200","21","47","5","15","14","22","5","26","12","8","25","1"
"241482.html","home","200","39","72","9","20","7","13","9","23","21","17","11","4"
"241484.html","away","200","19","57","6","19","14","22","8","27","14","9","15","3"
"241484.html","home","200","26","58","6","20","12","20","7","28","16","9","17","1"
"241485.html","away","250","30","71","9","24","18","25","12","23","25","6","11","3"
"241485.html","home","250","33","66","11","29","18","28","9","30","20","7","14","0"
"241486.html","away","200","23","57","3","18","16","25","15","18","13","8","14","2"
"241486.html","home","200","27","51","8","19","5","10","4","23","20","5","21","3"
"241487.html","away","200","21","56","7","23","7","9","6","21","10","4","22","6"
"241487.html","home","200","41","80","19","37","9","10","16","26","9","13","7","5"
"241488.html","away","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241488.html","home","200","32","65","6","19","20","31","12","30","16","12","15","6"
"241490.html","away","200","23","56","8","24","7","9","4","23","18","3","11","2"
"241490.html","home","200","27","62","1","12","8","14","13","27","10","6","12","1"
"241492.html","away","200","24","54","6","17","12","17","4","18","21","4","12","2"
"241492.html","home","200","33","63","13","29","23","27","10","25","19","5","8","1"
"241493.html","away","200","24","51","4","11","21","35","7","18","24","12","14","4"
"241493.html","home","200","22","46","3","11","20","27","6","26","29","10","23","5"
"241495.html","away","200","20","53","3","9","14","17","10","24","20","3","20","3"
"241495.html","home","200","23","49","5","17","12","20","4","16","17","3","17","1"
"241496.html","away","200","16","52","7","19","14","17","11","33","15","8","23","8"
"241496.html","home","200","22","64","7","24","4","10","9","24","13","11","10","4"
"241498.html","away","200","20","48","7","18","11","16","9","15","25","9","18","2"
"241498.html","home","200","22","45","3","15","19","26","9","20","15","9","18","2"
"241499.html","away","200","24","61","6","22","25","31","15","24","17","9","4","1"
"241499.html","home","200","20","51","7","23","16","22","10","20","22","3","14","3"
"241500.html","away","200","24","45","3","9","12","24","3","23","21","4","14","1"
"241500.html","home","200","20","49","6","15","12","20","6","23","20","1","12","1"
"241504.html","away","200","23","61","3","11","3","4","14","23","19","9","19","5"
"241504.html","home","200","22","59","8","26","8","15","14","19","13","9","12","5"
"241505.html","away","200","30","66","2","11","8","13","17","28","20","8","14","5"
"241505.html","home","200","19","53","4","19","15","21","6","19","13","10","15","3"
"241506.html","away","200","27","61","3","17","11","15","4","22","16","7","7","1"
"241506.html","home","200","29","54","11","21","14","17","4","29","16","3","11","3"
"241507.html","away","200","21","58","3","23","13","21","6","23","19","8","16","3"
"241507.html","home","198","29","59","11","26","12","20","7","31","20","9","13","1"
"241508.html","away","200","24","62","5","22","3","6","7","22","12","4","21","0"
"241508.html","home","200","34","62","10","24","11","17","5","30","9","12","15","0"
"241510.html","away","200","21","65","8","25","18","22","9","23","11","8","12","3"
"241510.html","home","200","34","66","10","25","14","14","6","34","15","6","12","5"
"241511.html","away","200","22","53","6","22","14","18","8","26","18","1","15","1"
"241511.html","home","200","25","59","7","25","16","21","9","23","16","7","5","2"
"241514.html","away","200","25","62","4","19","21","28","12","17","21","7","13","5"
"241514.html","home","200","27","55","8","19","20","26","5","24","22","6","15","5"
"241515.html","away","200","20","55","6","19","13","15","7","23","18","7","11","5"
"241515.html","home","200","23","53","11","27","13","18","8","24","13","8","11","3"
"241518.html","away","200","23","61","8","24","16","19","9","20","20","3","8","0"
"241518.html","home","200","28","48","2","9","18","30","4","27","16","6","11","5"
"241523.html","away","200","21","58","11","30","6","12","5","26","8","5","14","1"
"241523.html","home","200","26","62","13","31","6","6","8","34","14","7","13","3"
"241525.html","away","200","18","62","2","18","11","13","7","21","12","12","15","2"
"241525.html","home","200","27","57","7","23","7","10","7","35","15","6","18","8"
"241527.html","away","200","33","62","8","25","8","15","9","22","18","10","8","5"
"241527.html","home","200","21","49","6","17","17","25","6","19","14","5","15","1"
"241528.html","away","200","18","57","5","21","8","10","10","18","10","6","11","2"
"241528.html","home","200","21","53","10","25","1","2","9","25","14","7","14","7"
"241530.html","away","200","18","54","2","13","13","19","12","23","17","6","10","2"
"241530.html","home","200","16","46","8","27","13","16","7","23","14","4","12","4"
"241532.html","away","200","27","54","4","13","18","23","8","21","24","3","9","3"
"241532.html","home","200","24","47","5","17","20","28","5","18","22","3","12","3"
"241534.html","away","200","20","61","3","19","13","18","6","19","17","8","5","3"
"241534.html","home","200","26","51","3","15","13","16","7","34","15","2","16","7"
"241535.html","away","200","25","50","12","29","11","12","4","12","16","2","9","1"
"241535.html","home","200","35","54","7","14","10","14","6","22","13","2","8","1"
"241542.html","away","200","19","60","4","26","10","16","8","20","7","6","10","2"
"241542.html","home","200","35","66","11","28","7","9","10","35","15","9","10","2"
"241544.html","away","200","30","65","2","8","13","16","15","29","20","7","19","4"
"241544.html","home","200","21","63","6","26","19","31","15","19","19","9","13","6"
"241545.html","away","200","21","49","7","20","22","29","3","19","17","8","14","4"
"241545.html","home","200","33","65","10","26","15","17","9","28","19","9","12","4"
"241548.html","away","200","17","60","6","25","20","23","13","25","19","10","16","7"
"241548.html","home","200","21","56","3","19","20","27","9","33","17","10","17","8"
"241551.html","away","200","23","49","8","21","10","20","6","22","20","7","12","4"
"241551.html","home","200","22","60","8","28","15","21","14","23","16","4","10","4"
"241555.html","away","200","25","46","3","11","22","25","4","30","20","1","13","0"
"241555.html","home","200","26","66","6","27","13","20","13","18","20","7","4","1"
"241556.html","away","200","27","56","12","26","10","13","8","29","13","3","15","2"
"241556.html","home","200","27","67","8","28","8","14","7","21","16","9","4","1"
"241557.html","away","200","28","64","8","23","14","14","7","20","20","2","5","5"
"241557.html","home","200","29","50","8","19","20","28","5","24","17","4","5","5"
"241558.html","away","200","25","49","7","17","10","15","3","24","13","9","15","2"
"241558.html","home","200","22","58","8","34","5","8","12","22","14","5","17","2"
"241559.html","away","200","26","62","7","25","10","21","10","28","21","6","19","8"
"241559.html","home","200","26","63","6","18","23","26","8","28","22","14","13","2"
"241561.html","away","200","32","53","8","16","7","11","5","22","19","5","16","7"
"241561.html","home","200","28","65","7","17","8","15","10","15","15","4","9","0"
"241562.html","away","200","17","53","5","21","18","24","10","30","18","5","12","3"
"241562.html","home","200","21","59","10","26","9","13","12","27","18","4","12","4"
"241563.html","away","200","21","55","8","25","11","19","6","19","17","9","10","2"
"241563.html","home","200","28","48","9","19","10","14","3","29","17","5","14","2"
"241566.html","away","200","15","53","6","26","13","16","11","28","19","4","17","7"
"241566.html","home","200","23","60","3","15","11","22","13","24","17","7","8","5"
"241567.html","away","200","29","64","7","26","15","19","9","27","16","4","13","2"
"241567.html","home","200","30","61","13","25","13","25","12","25","18","9","13","3"
"241568.html","away","200","31","60","6","15","14","21","10","20","16","8","8","3"
"241568.html","home","200","23","49","5","13","18","20","5","22","18","2","16","1"
