"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"192003.html","home","200","24","50","2","14","21","31","6","28","20","8","11","2"
"192004.html","away","200","29","56","6","13","10","15","8","19","18","6","15","2"
"192004.html","home","200","28","58","8","26","15","20","11","18","15","6","11","4"
"192005.html","away","200","23","46","7","16","11","19","2","21","23","6","18","1"
"192005.html","home","200","22","49","3","12","28","33","8","23","17","9","11","5"
"192006.html","away","200","30","62","8","26","7","10","9","33","18","5","13","4"
"192006.html","home","200","20","63","7","25","11","15","7","22","12","4","8","2"
"192007.html","away","225","30","62","6","18","20","32","6","28","33","6","12","4"
"192007.html","home","225","27","65","9","33","29","47","14","28","23","7","10","2"
"192008.html","away","200","17","57","3","13","12","18","8","21","10","4","6","1"
"192008.html","home","200","28","56","10","24","9","13","7","29","16","5","6","8"
"192009.html","away","200","28","56","9","19","5","9","12","29","15","5","12","5"
"192009.html","home","228","25","60","6","19","11","19","3","18","12","7","12","3"
"192010.html","away","200","30","61","4","13","2","4","10","21","16","2","12","4"
"192010.html","home","200","30","59","8","27","13","16","6","20","10","6","6","3"
"192011.html","away","200","22","62","4","22","15","18","10","18","14","6","9","3"
"192011.html","home","200","31","55","5","16","10","13","4","29","16","5","12","2"
"192012.html","away","200","25","59","6","20","7","10","9","24","12","6","8","0"
"192012.html","home","200","22","56","10","26","12","15","10","26","9","5","10","4"
"192013.html","away","200","33","58","14","25","4","6","7","27","14","6","6","1"
"192013.html","home","200","22","55","6","17","4","9","9","19","11","3","9","1"
"192014.html","away","200","26","52","4","14","21","27","6","20","21","7","18","5"
"192014.html","home","200","28","61","11","21","22","32","13","23","20","11","16","5"
"192015.html","away","200","13","40","3","14","8","12","1","24","11","1","19","0"
"192015.html","home","200","29","54","6","15","8","9","2","25","16","10","5","3"
"192016.html","away","200","21","60","8","30","6","7","8","30","13","4","11","7"
"192016.html","home","200","24","67","6","24","8","13","11","28","10","6","6","1"
"192017.html","away","200","23","59","10","29","4","6","11","23","15","1","16","3"
"192017.html","home","200","24","61","8","24","12","16","12","23","12","12","10","1"
"192018.html","away","200","19","51","5","19","8","16","9","22","16","6","13","2"
"192018.html","home","200","24","51","8","21","14","15","5","27","18","7","10","3"
"192019.html","away","200","15","47","4","17","21","28","9","24","22","3","14","5"
"192019.html","home","200","22","52","7","16","19","27","8","21","23","7","11","10"
"192020.html","away","200","28","61","12","32","7","16","9","17","23","7","9","2"
"192020.html","home","200","28","50","7","15","21","24","5","27","19","6","12","1"
"192021.html","away","200","25","52","6","16","12","19","3","28","17","6","10","6"
"192021.html","home","200","21","55","6","16","4","10","8","22","17","2","14","0"
"192022.html","away","200","29","58","6","13","10","21","11","33","23","10","21","2"
"192022.html","home","200","21","56","8","32","21","27","3","23","20","9","17","2"
"192023.html","away","200","29","53","5","16","11","16","8","21","19","5","19","0"
"192023.html","home","200","26","50","6","21","11","16","4","15","15","9","18","4"
"192024.html","away","225","29","65","11","26","14","17","6","25","18","7","13","0"
"192024.html","home","225","33","72","7","25","13","22","14","26","17","8","12","6"
"192025.html","away","200","33","59","13","26","14","22","12","29","16","6","6","7"
"192025.html","home","200","24","58","4","15","12","19","6","17","19","1","8","3"
"192026.html","away","200","29","65","4","16","13","14","5","27","20","7","9","1"
"192026.html","home","200","18","57","6","27","21","28","10","28","15","4","13","4"
"192027.html","away","200","21","54","5","24","16","16","4","22","14","7","9","0"
"192027.html","home","200","26","55","5","22","8","11","6","25","11","5","12","3"
"192028.html","away","200","22","55","5","20","14","22","7","20","21","5","10","2"
"192028.html","home","200","32","61","10","27","11","16","8","27","19","5","10","2"
"192029.html","away","200","33","57","8","19","14","16","7","27","19","6","14","4"
"192029.html","home","200","19","49","6","19","20","23","5","13","18","8","13","1"
"192030.html","away","200","27","55","9","23","22","30","8","24","20","3","10","3"
"192030.html","home","200","25","62","8","25","13","17","10","22","23","5","15","3"
"192031.html","away","225","18","54","3","20","18","25","10","28","16","6","14","1"
"192031.html","home","225","17","58","7","18","12","12","7","25","23","3","14","3"
"192032.html","away","200","21","62","6","27","9","21","12","16","21","2","5","5"
"192032.html","home","200","26","48","4","13","24","28","4","31","21","1","8","6"
"192033.html","away","200","24","60","5","23","11","15","12","21","14","3","10","3"
"192033.html","home","200","27","52","7","21","12","18","4","23","15","5","6","5"
"192034.html","away","200","25","53","7","25","15","23","6","15","13","6","13","2"
"192034.html","home","200","30","57","13","26","11","14","5","24","18","4","10","5"
"192035.html","away","200","28","59","5","21","11","14","7","31","16","3","12","2"
"192035.html","home","200","23","58","3","21","13","18","6","22","16","5","7","3"
"192036.html","away","250","29","77","4","23","11","15","4","30","22","7","10","2"
"192036.html","home","250","28","75","8","43","13","23","14","37","17","5","14","10"
"192037.html","away","225","27","65","4","15","9","19","13","21","21","8","12","4"
"192037.html","home","225","22","54","5","16","17","23","11","24","18","7","17","6"
"192038.html","away","225","24","51","10","26","5","9","9","23","20","3","20","5"
"192038.html","home","225","24","53","4","10","13","19","8","19","10","5","11","5"
"192039.html","away","200","34","70","8","22","7","10","9","26","23","9","12","4"
"192039.html","home","200","21","55","3","24","22","28","7","24","15","5","16","1"
"192040.html","away","200","21","61","4","23","8","14","12","24","26","7","15","4"
"192040.html","home","200","18","46","4","13","22","30","6","32","19","3","16","5"
"192041.html","away","200","27","56","4","10","12","17","11","25","14","6","14","5"
"192041.html","home","200","26","60","5","15","6","13","8","17","16","7","9","1"
"192042.html","away","200","19","47","7","19","6","8","1","20","14","6","16","2"
"192042.html","home","202","26","54","4","21","9","11","6","28","10","10","13","0"
"192044.html","away","200","18","44","5","19","10","14","8","16","14","4","18","3"
"192044.html","home","200","27","51","7","20","8","13","5","17","17","11","10","2"
"192045.html","away","200","28","56","5","16","13","16","12","16","13","9","14","3"
"192045.html","home","200","27","50","6","16","7","15","5","16","18","6","14","3"
"192046.html","away","200","24","70","4","21","7","9","17","22","17","9","16","3"
"192046.html","home","200","29","58","11","22","8","14","10","29","11","10","16","1"
"192047.html","away","200","24","67","8","24","14","16","9","25","10","4","8","5"
"192047.html","home","200","33","68","11","22","10","15","10","32","13","4","10","6"
"192048.html","away","200","19","58","8","27","9","15","8","26","17","5","17","2"
"192048.html","home","200","28","62","7","19","10","14","9","34","14","10","12","9"
"192049.html","away","200","24","60","7","31","8","9","9","18","14","4","7","5"
"192049.html","home","200","28","56","7","14","14","17","9","26","13","3","8","0"
"192050.html","away","200","28","63","7","25","14","18","9","18","20","5","11","7"
"192050.html","home","200","28","65","11","25","13","17","18","24","22","7","17","3"
"192051.html","away","200","21","60","5","21","10","18","10","22","12","5","9","4"
"192051.html","home","200","25","57","12","32","5","6","5","28","13","6","9","4"
"192052.html","away","200","24","54","9","21","7","8","5","18","15","8","11","4"
"192052.html","home","200","25","50","3","10","9","14","6","23","11","6","13","4"
"192053.html","away","200","23","56","9","25","12","15","6","27","14","6","9","2"
"192053.html","home","200","23","55","4","19","10","14","7","26","15","4","8","4"
"192054.html","away","200","29","59","10","22","21","27","10","24","17","6","22","4"
"192054.html","home","200","28","57","8","16","17","25","7","16","23","18","15","2"
"192055.html","away","200","19","54","4","20","10","11","7","18","21","9","16","3"
"192055.html","home","200","22","45","9","20","15","23","5","26","15","10","16","0"
"192056.html","away","200","27","58","2","14","5","10","4","24","16","2","11","4"
"192056.html","home","200","28","65","11","31","10","14","12","28","17","7","10","4"
"192057.html","away","200","15","42","3","16","23","28","6","23","16","8","12","0"
"192057.html","home","200","17","44","3","19","11","15","6","21","21","5","16","1"
"192058.html","away","200","27","51","7","13","10","17","4","27","21","5","17","0"
"192058.html","home","200","24","63","4","20","11","16","9","19","18","8","9","2"
"192059.html","away","200","24","51","10","23","12","20","5","14","22","8","12","3"
"192059.html","home","200","19","46","4","10","31","38","14","21","18","8","15","6"
"192060.html","away","200","19","61","7","27","14","16","9","22","18","6","6","2"
"192060.html","home","200","23","58","4","19","15","19","10","29","16","3","9","6"
"192061.html","away","200","30","51","3","7","15","22","4","22","23","5","16","6"
"192061.html","home","200","24","52","6","16","23","26","7","19","18","4","13","1"
"192062.html","away","211","27","60","8","25","10","17","11","19","15","9","19","0"
"192062.html","home","200","26","49","17","31","18","22","5","20","15","9","16","3"
"192063.html","away","200","28","65","4","12","17","22","12","28","16","4","12","2"
"192063.html","home","200","26","64","8","29","11","15","7","25","20","7","13","5"
"192064.html","away","200","27","55","5","16","7","13","6","23","21","6","12","1"
"192064.html","home","200","28","49","6","16","17","24","3","25","20","7","10","1"
"192065.html","away","200","28","65","2","18","10","20","11","28","19","8","10","2"
"192065.html","home","200","25","56","10","25","12","25","6","26","19","3","9","6"
"192066.html","away","200","24","60","6","17","8","11","8","24","19","9","11","4"
"192066.html","home","200","23","59","2","22","19","24","9","28","16","3","11","4"
"192067.html","away","225","25","63","9","31","13","14","13","16","23","6","14","3"
"192067.html","home","225","26","47","4","15","17","21","6","19","20","4","17","1"
"192069.html","away","200","19","57","4","21","6","11","6","26","13","4","9","2"
"192069.html","home","200","29","64","8","27","10","19","11","32","11","5","4","4"
"192070.html","away","200","17","58","5","20","13","17","6","15","22","7","12","1"
"192070.html","home","200","28","49","6","15","19","25","7","30","16","4","13","6"
"192071.html","away","200","31","63","15","31","4","5","6","32","14","3","11","4"
"192071.html","home","200","25","65","8","25","6","12","8","26","12","7","10","2"
"192072.html","away","200","25","48","10","15","13","18","6","21","14","3","7","2"
"192072.html","home","200","25","61","9","32","7","8","12","20","17","5","7","1"
"192073.html","away","200","21","53","9","26","18","26","6","17","30","9","13","3"
"192073.html","home","200","28","53","4","13","24","36","11","24","22","8","15","3"
"192074.html","away","200","27","64","8","23","7","11","7","22","18","6","15","1"
"192074.html","home","200","29","61","6","21","15","21","10","24","10","7","12","6"
"192075.html","away","200","21","53","5","16","13","19","10","25","16","4","9","4"
"192075.html","home","200","23","50","5","20","14","20","4","24","16","4","7","2"
"192076.html","away","200","24","52","9","29","12","14","10","23","23","6","20","2"
"192076.html","home","200","23","51","7","22","21","29","9","19","15","10","11","1"
"192077.html","away","200","29","67","11","27","13","17","10","29","20","9","12","4"
"192077.html","home","200","28","66","13","35","19","26","12","27","16","6","9","4"
